review,target
"b'I first saw ""The Shepherd of the Hills"" outdoor drama when we visited Branson for the first time, in the late 1970\'s. My family and I were totally unfamiliar with this southwest Missouri area, and this was only a few years prior to the Branson area\'s ""explosion"" onto the entertainment scene. It expanded from 6 or 8 theaters, then, with perhaps 5,000 seats, to several times this number today, with more seats than all of Broadway. It\'s possible there now for someone to attend something like 50 or 60 shows for a month - one every evening and a number of breakfast or matin\xc3\xa9e performances - and never see the same one twice, with additional ones available if one wishes to begin a second month.<br /><br />From earlier days, and continuing today, two of the cornerstone attractions in the Branson area are Silver Dollar City theme park (modeled after an 1880\'s silver mining complex, but with 21st-century New York City or Hollywood pricing) and The Shepherd of the Hills farm, the original cabin, the large outdoor amphitheater which presents a lavish production of the story, a restaurant, gift shop, etc. They also have all the information about characters upon whom the book is based, and Harold Bell Wright, that one could possibly want to know (and then some!).<br /><br />This film\'s ""version"" of the book and story is well-played, the scenery well-photographed (especially since footage was done 65 years ago), and the characters interesting. However, the story here represents the book about as well as if John Wayne\'s film, ""Red River,"" had been presented with this title and its characters renamed to coincide with this story.<br /><br />First, the elder Mathews were not a female moonshiner and her wimpy husband. They were leading citizens, operated the mill, and were an asset to their rural community and their fellow residents.<br /><br />Young Matt and Sammy, as a ""couple"", were more like characters from ""The Waltons"" than those portrayed. The ""Shepherd"" was also a model citizen-type, no gunfighter or ex-con, and was no relation to Young Matt whatever.<br /><br />Actually, the Shepherd was the father of the young man who had fathered the mentally-challenged young Pete, the son of the Mathews\' late daughter. His son had loved her, had returned East not realizing he had left her pregnant, and was prevented by his father (the Shepherd) from returning, and subsequently disappeared.<br /><br />The Shepherd had come to the area to view the situation and attempt amends. During the actual book (and the drama as still presented in Branson today) the unknown ""specter"" character appears throughout, is shot, and dies, but before passing, is discovered to be the Shepherd\'s lost son, and there is a heartfelt resolution of matters towards the end.<br /><br />The Shepherd also achieves rapprochement with Old Matt, who had threatened mayhem should he ever encounter the man he blamed for his daughter\'s broken heart and death.<br /><br />Wash Gibbs is a nefarious character, with designs upon Sammy, and a rival of Matt - in both versions - but in the book he is still a ""Baldnobber"" and gangster. The ""Baldknobbers"" were vigilantes who had done worthy things for the citizenry in the post-Civil War period, with carpetbaggers and others attempting to plunder the areas - but like a lot of such groups, when there was no further need for their good works, they turned their prodigious physical strengths to illegal, self-serving ends.<br /><br />Several interesting, key characters from the novel are missing from this film; e.g., Jim Lane (Sammy\'s father) is more of a key element than shown here. And the Marjorie Main character, with the over-the-top scene where she regains her sight, represents no key element of Wright\'s story. The name ""Moanin\' Meadow,"" and its representation in the movie have no part in Wright\'s book. While in both presentations, the characters were simple ""hill folk,"" neither sophisticated nor educated - the film provides many with a far greater ""bumpkin"" image.<br /><br />Again, this is an excellent film, but I would have enjoyed even more seeing the same characters presented as actually portrayed by Wright.'",2
"b'This film, like the first one (""The Man From Snowy River"") has the same good and bad features, perhaps even more so than the original. Unfortunately, the bad outweighs the good. <br /><br />The GOOD - Magnificent scenery, better than the first film. I love those high country shots in Australia. Tom Burlinson is still a likable guy, as ""Jim Craig."" Bruce Rowland did a nice job with the music, too.<br /><br />The BAD - Once again we get an extremely obnoxious feminist heroine ""Jessica"" (Sigrid Thornton) who is a world-class pouter with an extremely annoying face and manner about her. In this film, we also get a big downgrade in who pays the father. Previously it was Kirk Douglas, now replaced by the always -profane Brian Dennehy. Speaking of that, it is a disgrace that a Walt Disney film would includes usages of the Lord\'s name in vain. That was one reason was almost totally down the tubes in the 1980s. This film, like the first one'",0
"b'Lot of silly plot holes in the film. First we see him watching his master practice kung-fu, and die in the midst of his practice. That\'s fine with me. And then at the end of the film, we see him use the kung-fu that he learned just by watching his master when he was still a kid. Is that even possible? I don\'t think so.<br /><br />This show is purely for Jay Chou fans, and the film lacks a depth in terms of character development, cinematography styles and unfolding of plot.<br /><br />Anybody notice that the captain of the basket team (forgot his name) and the idolized player Li Xiao look so similar to each other, to the extent that you\'d think they were the one and same person? Long hair, sunshine-boy look, tall and strong. The two of them looked like they came out from a mass production factory designed to churn out products that makes teenage girls scream wild in orgasm. Not that those two actors had anything of value to contribute to the movie as a whole for the movie industry at all.<br /><br />The jokes were lame and not funny at all.<br /><br />The scene with regards to the 4 masters of Jay Chou coming back to help him out in the basketball court, degenerated into a pointless plot when they started bashing their opponents ala Royal Rumble style. Worse of all, when the 4 masters won the fight, the crowd began cheering, and the match continued. It was truly a WTF? moment.<br /><br />At the end of the show, when they win the match, all thanks to Jay Chou\'s excellent kung fu skills. How he acquired those kung-fu skills is a mystery, because the show somehow shows him acquiring the skills just by observing his master.<br /><br />And then his long-lost father comes out of the woodwork to acknowledge Jay Chou as his long-lost son seemed just a tad too quick of the director to wrap up the film.<br /><br />In short, this is a Jay Chou-flick (instead of the usual ""chick flick""). Watch it only if Jay Chou is your fan. If you are one of those whose tastes in movies coincide greatly with those in the list of IMDb\'s top 250 films of all time, then this film is not for you.'",0
"b'I remember this movie from tv when I was a kid. Terrific music, ""My Ship Has Sails"". I believe written by Kurt Weill. Would love to see this again and definitely own on VHS or DVD. Would put it right next to my copy of ""One Touch of Venus"". They don\'t make movies like this anymore unfortunately.'",2
"b'I bought this DVD for \xc2\xa31 and now i realise why. The acting was the worst I\'ve seen in a long time. The lighting and sound are shoddy at best. The plot makes little sense even when sober (WARNING: I don\'t advise watching this film when sober.) This film feels like you\'re watching the home movie of someone who doesn\'t get out much. It really is a shame that all the very little money spent on this project went to such a waste, I look forward to seeing if any of those envoled still have a career, other than eva longoria who is the only ""star"" of this film that was apparently not hit with the bad acting stick. I\'m sorry that none of this criticism seems constructive but I will say one thing to James Cahill, don\'t try it again. In the words of squirlyem ""Its severely lacking in the good department"".'",0
"b""Since starting to read the book this movie is based on, I'm having mixed feelings about the filmed result. I learned some time ago to see the movie adaptation of a book before I read the book, because I found that if I read the book first I was inevitably disappointed in the film. This would undoubtedly have been true here, whereas in the case of Atonement, which is probably the best filmed adaptation of a book I've ever seen, it would probably not have mattered.<br /><br />I'm trying to figure out what the cause is, and I suspect that I have to point my finger squarely at Michael Cunningham. Much as I respect him for The Hours (which I have not read but which I saw and was awed by) I cannot escape the feeling that he not so much adapted Susan Minton's book as he did take a few of the characters and the basic premise and write his own movie out of it.<br /><br />It's not that I dislike the movie. I actually love the movie, which is why, since I started reading the novel, I'm feeling disturbed about the whole thing. I feel disloyal to Ms. Minton for enjoying the movie which was so thooughly a departure from her work. Reading it, I can understand why she had such a struggle adapting it. Unlike what one reviewer of the movie said, it's not so much that some novels don't deserve to be a movie; it's more like some books just can't make the transition. Ms. Minton's novel operates on a level so personal and intimate to her central character, so internally, that it seems impossible to me to place it in a physical realm. Even though a lot of the book is memory of real events, it is memory, and so fragmented and ethereal as to be, I feel, not filmable. I think that Ms. Minton's work is a real work of literature, but cannot make the transition to film, which in no way detracts from its value.<br /><br />I cannot yet report that Evening, the film, does not represent Evening, the novel, in any more than the most superficial way, since I'm only halfway through, but the original would have to make a tremendous leap to resemble the film that follows at this point. I guess I'm writing this because I feel that if you're going to adapt a novel, adapt it, but don't make it something else that it's not. I'm not sure if Michael Cunningham has done anything wholly original, but from what I can see so far the things he has done are all based on someone else's work. We would not have The Hours if Virginia Woolf had not written Mrs. Dalloway, and we would not have Evening, in its distressed form, if Susan Minton had not had so much trouble doing what probably should not have been attempted in the first place. But it's too much to say that it would be better if Ms. Minton had left well enough alone, because Evening, the film, is a satisfactory and beautiful work of its own.<br /><br />Thus my confusion, mixed feelings, sense of disloyalty, and ultimate conclusion that, in this case, the novel cannot be the film and vice versa, and my eventual gratitude to both writers for doing what they did, so that we have both works as they are.""",1
"b""I shudder to think what people must have thought of environmentalists after viewing this piece of overbearing, preachy cinematic trash. Larded with enough Indian-wannabe nuttery and space brother buffoonery to stock a new-age shop, Starlight makes anyone who gives a damn about the planet look like a feather-wearing crystal-fondling idiot.<br /><br />The plot? Alien Rae Dawn Chong arrives to guide a flute playing underwear model in a mystical quest to avert Earth's impending environmental collapse. But first they must defeat an evil alien who looks nothing so much like a refugee from a Castro street bar. Fortunately, they've got mystical grandpa Willie Nelson along to help (who looks faintly embarrassed by the proceedings, as well he ought to be) along with buckets of cheap F/X and reams of pointlessly swelling music.<br /><br />Sure, the clunky script helps to obscure the film's trite plot and staggering pace, but that's just the tip of this melting movie iceberg. Everyone concerned with this film should have their union cards revoked until they complete a real course in environmental science.""",0
"b'This movie is very entertaining, and any critique is based on personal preferences - not the films quality. Other than the common excessive profanity in some scenes by Murphy, the film is a great vehicle for his type of humor. It has some pretty good special effects, and exciting action scenes.<br /><br />As a finder of lost children, Murphy\'s character starts off looking for a missing girl, which leads him on the path for which others believe he was ""chosen"" - - to protect the Golden Child. The young boy is born as an enlightened one, destined to save the world from evil forces, but whose very life is in danger, if not for the help of Murphy, and his beautiful, mysterious and mystical helper/guide/protector.<br /><br />Also, there are moments of philosophical lessons to challenge the audience members who are interested in pondering deep thoughts. One such scene is where the Golden Child, that Murphy\'s character is solicited to protect, is tested by the monks of the mountain temple. An elderly monk presents a tray of ornamental necklaces for the child to choose from, and the child is tested on his choice.<br /><br />This is a fantasy/comedy that is based on the notion that there are both good and evil forces in our world of which most people are completely unaware. As we accept this premise of the plot, we must let go of our touch with a perceived daily reality, and prepare for the earth and walls to crumble away, and reveal a realm of evil just waiting to destroy us.<br /><br />This is an excellent movie, with a good plot, fine acting, and for the most part, pretty decent dialogue combining a serious topic with a healthy balance of Martial Art fighting, and Eddie Murphy humor.'",1
"b'Crime Wave has the makings for something quite simple as a movie. Its story is about cops and criminals and a few ordinary folks trying to get by. A few criminals (the main ones played by Ted de Corsia and a young Charles Bronson) are out of San Quentin and shoot a gas station attendant and cop. On the lam they hold up with also ex-con Steve Lacey (decent leading man Gene Nelson) with his wife, but what they don\'t know is that he\'s already been tapped by the cops, specifically Sterling Hayden\'s Detective Sims, who is so hard-nosed he could cut through bricks with just a stare and some tough words. It all leads up to one of those heists that just can\'t go right for the bad guys, but what about the good couple caught in the middle? <br /><br />It is fairly straightforward, and it could have been in other hands. But there\'s something about Andre De Toth, as director, that stands Crime Wave out as a piece of lean noir cuisine. The way it\'s shot is one thing, as his European influence comes through in a lot of the exteriors and his way of utilizing natural lighting and real locations, or just how he has someone like a room that looks too real like Sims\' office. His camera has a distinct tone to it even when sets or usual shots in moving cars have to be done, and it cuts through the BS and keeps one riveted even as one knows what\'s going to happen (the last couple of minutes with Sims and the Lacey\'s are one of them).<br /><br />It also can\'t be stressed how awesome an actor Sterling Hayden is. In everything he just brings that ""umph"" that is required whether it\'s to a hoodlum or a psychotic or a corrupt cop, and in Crime Wave his authority as a presence (six foot five inches) and his pattern of speech play off well against the rest of the usual character actors, save maybe for Charles Bronson since he too is unique even at a young age and creepy character actor Timothy Carey as the man put on watch of Mrs. Lacey. Overall, Crime Wave is a procedural that snaps and crackles and pops for 72 minutes and allows fans of classic film noir to soak up the atmosphere and have a good time seeing the coppers close in on the crooks who, as almost always is the case, don\'t stand a chance.'",2
"b'The second half of Steven Soderbergh\'s revolutionary bio on Che Guevara deals with his last campaign to export revolution to Bolivia. In order to maintain his saintly visage of Che Soderbergh conveniently leap frogs the mass executions he presided over after the revolution in Cuba and the folly of his Congo adventure (""This is the history of a failure"" he writes in the preface of his Congo Journal) to concentrate fully on Che\'s attempt to rally support to rise up against the government in Bolivia. It would turn out to be a disaster and Guevara\'s final act.<br /><br />What plagued the first chapter follows suit here as Soderbergh slows his film to a crawl to study the beatific countenance of the contemplative Guevara once again being played like James Dean in East of Eden by Bernicio Del Toro. The problem is Guevara has little success in gaining converts and he soon finds himself and his starving comrades being swallowed up in the heart of darkness Bolivian Jungle. Unlike Werner Herzog in the magnificent, Aguirre, the Wrath of God Soderbergh fails to utilize the jungle\'s metaphorical possibilities to heighten the desperation of the guerrillas. He seems more concerned with keeping Che\'s nimbus above his head than exploring the panic setting in on the dead enders. There is one Herzogian moment where Che sits astride an obstinate horse kicking and screaming to get it moving but overall Soderbergh\'s mise en scene remains flat, sloppy and uninteresting. <br /><br />In both of his films Soderbergh shows he is clearly a Che groupie and because of it his focus remains myopic and narrow. He spends too much time building his monument to Che and too little in developing his relationships with key players in his saga, especially Fidel Castro. Making matters worse he does it with a slow and dispassionate approach that never catches fire. One would think he was steeped in enough Eisenstein and Vertov to realize that sweeping change is showcased a lot better with sweeping style.'",0
"b'This film about secret government mind experiments and the corrupt use of the citizenry by secretive and vile shadowy figures had the potential for being a really interesting movie. But for me, it failed. I won\'t elaborate much on the rather confusing plot line, but if you are looking for a detailed explanation, the comment by user ""reluctantpopstar"" gives a good description of it.<br /><br />But it didn\'t work for me. I found it slow, which would be okay but for the fact that it seemed to go nowhere. The viewer is left in the dark about too many things to really be able to get a handle on this movie-in some films, one can argue that the filmmakers intended to provoke thought and left things ambiguous for that reason. I don\'t think that this is the case here.<br /><br />As for the frequent long shots of two buildings that have been frequently mentioned by other users...I see that they do have a point-they give the viewer time to get another drink without missing any of the ""action"". And I suspect many viewers would welcome the opportunity to have several beverages on board to get through this one.'",0
"b'(I\'ll indicate in this review the point where spoilers begin.) My dissatisfaction is split: 30% tone-deafness, 70% lackluster writing.<br /><br />The 30%: I agree with the first commenter\'s synopsis about the lack of diversity in the characters and scope of the stories. I was surprised how, this film, at best, woefully shortchanges the real NYC by presenting a collection of people and relationships so narrow as to come across as if it\'s inhabited only by the cast of Gossip Girl (this is coming from someone who likes Gossip Girl). A few minority characters are written into the stories, but they are included by obligation, while we can see the gears under the film so clearly, striving to ""be diverse"" but falling ever-so-short.<br /><br />The 70% is why everything falls short. All characters, white plus a few token minorities, are one-dimensional, cardboard cutouts of people concepts. Worse, their interactions with each other are scripted in such a way that for each vignette in the film the audience is treated to what I\'d say is a ""gag"": we get a basic conceit, then some punchline intended to be a clever twist. But even if we suspended cynicism for a moment to say, ""Okay, that was a surprise""...the stories are still not that interesting, because they, too, are shallow. When you fashion stories so that their existence hinges solely on the unexpectedness of the ending, you\'re writing jokes.<br /><br />Spoilers below...<br /><br />The movie primarily tries to tell romantic stories. That\'s fine. But romance is amazing, deep, sometimes complex. These ""romantic"" stories each feature a girl and a boy who at some point share the same location and get to look at each other. Words exchange, thoughts are projected through voice-over, but they too only manage to communicate to the audience merely that one person is attracted to another.<br /><br />Meaning, there is no seduction (in the broad sense), no tension, and neither confrontation nor communion between the wills of two different people trying to reconcile their existence to accommodate the Other. The only story involving a superficial ""seduction"" is told just so the audience ends up being surprised that the guy (Ethan Hawke) gets outwitted by the girl he\'s hitting on, who unexpectedly turns out to be a hooker. Sure, his words when trying to pick her up are interesting to hear and we are amused as we\'d be if we were next to them, but there is nothing of substance to this story outside of ""A then B"". So it unfolds, if something like a postcard could ""unfold"", with all the other tales as well: A then B--That\'s It, the only point being that these happen to occur ""on set"" in Manhattan. By the way, the only Brooklyn we see is the Coney Island sketch; the only Queens is the flickering of a train ride taken by a character traveling to the West Village.<br /><br />It\'s easy to pick at movies that play into all the common stereotypes of race, gender, sexual orientation, and so on. _New York, I Love You_, however, deserves to be held to stricter scrutiny because of its title. We expect to see the real New York, and real New Yorkers, but instead we have paraded before us the selected slice of a demographic, its characters flown in from The O.C., plus a few others to make it SEEM as if we are paying attention to diversity. But when we look closer at who those characters are, the whole sham becomes an affront to the very notion of diversity and the ethnicities and cultures the movie shamefully fails to represent.<br /><br />For example, the story with the Latino man with the little white girl in the park, who gets mistaken by two ladies as her manny (male nanny) when in fact he\'s the father. Notwithstanding the last scene of this part was unnecessary from a dramatic-construction point of view (it would have been far more interesting to end it when the mother and boyfriend/stepfather are strutting the girl away), it is frankly a bit disgusting that the scene where we learn for sure that the girl\'s father is Latino ALSO must inform us that he is a sexually desirable dancer. What, the dad can\'t be just some guy from South America? Now that he\'s obviously hot, is the audience better prepared to accept that he had a kid with a middle-to-upper-class white woman? Are we that naive as to require such? As if a Mexican construction worker would obviously be too unpalatable.<br /><br />It\'s not my place to dictate where the movie should have gone. But in every conceivable set-up and plot twist, the direction taken screams status quo, appeals to safety. All these stories could have been made more interesting, even if we were forced to keep the single-dimensionality of the characters inhabiting them, at the very least by not choosing from standard and obvious stereotypes. Asian girl living in Chinatown being leered at by a scraggly old white guy? How \'bout an Asian cougar pursuing a white college kid instead. Again, I\'m not saying the entire conceit has to be changed. It\'s just that every. damn. story premise. is so hackneyed--and thus they fail to convey anything about why one might love New York, outside the trite. The real way to have improved the film would be to have written a script worth reading.<br /><br />I will concede the pleasantness of the soundtrack, the good pacing of the movie (even if what was being paced was, well, dredge), and the general feel of many of the scenes. The movie was just fine to sit through, and I wouldn\'t dissuade anyone from doing so. However, it is telling that the most significant homage paid to non-superficiality is when the old opera singer says (paraphrased) ""That\'s what I love about New York: everyone\'s from a different place."" Well, you wouldn\'t know it from watching this one.'",0
"b'If the crew behind ""Zombie Chronicles"" ever read this, here\'s some advice guys: <br /><br />1. In a ""Twist Ending""-type movie, it\'s not a good idea to insert close-ups of EVERY DEATH IN THE MOVIE in the opening credits. That tends to spoil the twists, y\'know...? <br /><br />2. I know you produced this on a shoestring and - to be fair - you worked miracles with your budget but please, hire people who can actually act. Or at least, walk, talk and gesture at the same time. Joe Haggerty, I\'m looking at you...<br /><br />3. If you\'re going to set a part of your movie in the past, only do this if you have the props and costumes of the time.<br /><br />4. Twist endings are supposed to be a surprise. Sure, we don\'t want twists that make no sense, but signposting the ""reveal"" as soon as you introduce a character? That\'s not a great idea.<br /><br />Kudos to the guys for trying, but in all honesty, I\'d rather they hadn\'t...<br /><br />Only for zombie completists.'",0
"b""I saw The Big Bad Swim at the 2006 Temecula film festival, and was totally caught off guard by how much I was drawn into it.<br /><br />The film centers around the lives of a group of people taking an adult swim class for various reasons. A humorous idea in its own right, the class serves as a catalyst for greater changes in the students' lives.<br /><br />What surprised me about the film was how real it felt. Rarely in ensemble pieces are characters treated so well. I enjoyed the scenes in the class immensely, and the drama that took place outside was very poignant. Nothing seemed out of place or out of character, and ultimately it left a very strong feeling, much like attending school or summer camp - where you find fast friends, form strong bonds, and make discoveries about yourself, yet have to depart all too soon.<br /><br />My only complaint was that the character of Paula had a very strong and unusual introduction, which made you want to know a little more about her than was ultimately revealed. I suppose you don't get to meet everyone in class, though...<br /><br />Aside from this, I found the film very well-rounded and quite enjoyable. See it if you get the opportunity.""",1
"b""I rented this with such skepticism. And you know, I thought it would be so cool. Really violent and terrifying. It would be disgustingly gory at times, and just somewhat above the bar horror yarn. What I got was something so totally different.<br /><br />The movie starts with this woman in her home. Her husband goes out somewhere, telling her he'll be back. Pretty soon, he's a goner, and his killer takes a Nixon mask the guy used to scare his wife and puts it on. Then the wacko goes into the house to get the wife. The scene moves so damn slow, even though it is supposed to be scary. There is, like, no sound, the wife reacts to everything, like, five or ten seconds after it happens, and there's this really gross scene where she falls on this glass table and her whole wrist is shredded up and off. And there's, like, two drops of blood! Then the scene continues, and we all knows what happens next.<br /><br />The movie moves on, and we find out about this wacko father and his two sons. Then enter these three college students getting to know about Highway Five. One of the girls--I can't remember why--meets the two brothers, who eventually invite her back to their apartment. It's all so very surreal. Eventually, that night, they kidnap her and take her to their house up on Highway Five.<br /><br />The two others--a freaky pothead guy and some hippie-esque girl--head up to this abandoned lot on Highway Five in their van, to do something. Research, I suppose. I have faint memory. Cut to many scenes with the other girl, then nighttime. This movie is so weird and I won't tell you everything, but soon, the killers start killing everybody off until this long--and quite weird--chase scene with the hippie and Nixon. Then an ending that I have to admit, left me on the edge of my seat until the very unique and very cool ending.<br /><br />I totally suggest checking this movie out. It has cult potential. I could watch this many times. It is so weird. If you find this, PLEASE see it. At first, you will hate it, then you will like it for how cheesy it is. If anything, you have never seen anything like this before.<br /><br />""",2
"b'I got to see the movie "" On Thin Ice"" on the television in India.. I must say the movie was really well done, and really sent a chill down my spine.. the basic story makes me ponder what makes certain addicts decide to move on where as others still remain addicted...<br /><br />however, I felt that Diane Keaton was at her best... the scene where she has cravings, and begins rummaging her home for cocaine... was the best... the two boys are good, and Lynda Boyd also showed what a good actress she is....The script is well done as is the cinematography and direction.. and casting<br /><br />A must must watch movie..... for everyone'",1
"b'Darren McGavin was the quintessential Mike Hammer. Others paled by comparison. He played him with toughness, irreverence and humor. Back in the 50\'s, when TV censorship was at its strictest, he went as far as you could go. He\'d call women ""Chickie"" and had no qualms at roughing them up to get to the truth. I especially liked his scenes with Nita Talbot, who took everything he dished out. In another review, revtg001 claimed that Anthony Quinn played Mike Hammer. Although, Mr.Quinn appeared in a movie of a Mickey Spillane novel, ""The Long Wait"",the character he played was JOHNNY McBRIDE. In my opinion, the second best Mike Hammer was Ralph Meeker in ""Kiss Me Deadly"".'",2
"b'Really bad shot on video ""film"" made by not one, not two, but three amateur video makers.<br /><br />If you\'re going to make a bad horror film at least throw in some blood, gore and nudity. There is some blood provided by latex cut off arm props bought at a Halloween store. There are lesbians and hookers but no nudity or sex. The lesbians spend a lot of time in bed but only talking.<br /><br />There seems to be no editing effects- fades, wipes etc. Once in a while a bit of black appears to separate scenes.<br /><br />Terrible music by bad heavy metal bands whose websites take up the majority of the end credits.The werewolves are represented by rubber masks that are attached to just the ""actors"" face. They didn\'t even bother to apply brown makeup to their necks, arms or wrists.<br /><br />I guarantee a 10 year old with a video camera could put together a better movie.No reason at all to buy, rent or watch this film except as an example of how not to make a low budget video.'",0
"b""This film was probably inspired by Godard's Masculin, f\xc3\xa9minin and I urge you to see that film instead.<br /><br />The film has two strong elements and those are, (1) the realistic acting (2) the impressive, undeservedly good, photo. Apart from that, what strikes me most is the endless stream of silliness. Lena Nyman has to be most annoying actress in the world. She acts so stupid and with all the nudity in this film,...it's unattractive. Comparing to Godard's film, intellectuality has been replaced with stupidity. Without going too far on this subject, I would say that follows from the difference in ideals between the French and the Swedish society.<br /><br />A movie of its time, and place. 2/10.""",0
"b""This, despite not being the original - it began life as a play in Central Europe - has weathered the several incarnations that followed (MGM's own remake with period songs In The Good Old Summertime, the Broadway show She Loves Me, even the excellent theatre revival in Paris a couple of years ago) and remains the definitive version and the one they all have to beat. Several previous commenters have identified the contributing factors that make it so successful and memorable not least being the prevailing fashion in 30s and 40s Hollywood for lavishing attention and detail on ensemble playing rather than just two leads as so often happens today - try, for example, removing Ugarte, Ferrari, Renault etc from Casablanca and yes you'd still have Rick and Ilsa and Viktor Lazslo but they'd just be frosting without the rich cake mixture below. Jimmy Stewart and Maggie Sullavan WERE both ideal and irreplaceable leads but how much brighter they shine when their performances are reflected in those of Frank Morgan, Felix Bressart, Joseph Schildkraut and Andy Hardy's Sara Haden and this is BEFORE we factor in that Lubitsch 'touch'. Okay, maybe they WERE a tad more naive, innocent even, in that Jurassic Age but how many genuine film lovers, sated with scatology, screwing and in-your-face sex, turn back to those days of Stories, Style, Slickness and Skill and wallow in great movies like this one. By far the best thing about this technological age is not CSI but DVD that can at one and the same time make these classics available to nostalgics and show the Matrix freaks how the big boys used to do it.""",1
"b""I saw this movie while it was under limited release, mainly for the novelty of seeing Pierce Brosnan with a moustache, but it turned out to be one of the funniest movies I have seen all year. It starts out almost as a thriller, but steadily progresses into a hilarious piece of work full of one-liners and great comedic energy between Pierce Brosnan and Greg Kinnear. Also, while I say this movie is a comedy, it doesn't forget it has a heart at times and can be very touching when it needs to be. When I went into the theater I didn't know what to expect much more than a moustache, but what I got was one of the best movies I have seen in a long time. Leaving the theater I felt very fulfilled from the film and plan to see it again in wide release. I recommend it to anyone who appreciates a good comedy with a well-written script and a big moustache.""",1
"b'Lorne Michaels once again proves that he has absolutely no business producing movies.<br /><br />You\'d think that after such dismal flicks ""Superstar"", ""Night at the Roxbury"", and ""Coneheads"", he\'d start to get the notion that maybe he doesn\'t know what he\'s doing when it comes to movies (and many would argue that he doesn\'t know what he\'s doing when it comes to television, as well). Trying to make feature films out of skits that wore out their welcome the third time the were done on SNL makes no sense.<br /><br />I personally like Tim Meadows, and think that he would be great in the right movie. It\'s a shame to see a talented guy wasted in a film that features unfunny after unfunny situation, and caps it all with a dreadfully bad song and dance scene. Any laughs here will be because the movie is so bad, not because it\'s funny.<br /><br />Oh well, at least we can be thankful that there are many other tired SNL characters who will never have films done about them. It\'s just too bad that this one made it to the big screen.'",0
"b'this is just usual Indian garbage that gets turned out as cinema, as Indians we can proudly boast that we have the biggest cinema industry, however it also the worst.<br /><br />how can other poor countries have films with real characters that challenge the views of their respective societies and we just keep on pumping out garbage. take a look at Russia, Iran, china and Latin America, look at the brilliant films they have and we get crap like Kisna!!<br /><br />get real people, no wonder the international community in general laughs at Indian cinema.'",0
"b""...let me count the ways.<br /><br />1. A title-only 'remake' that pulls out every clich\xc3\xa9 in the slasher handbook.<br /><br />2. A plot so predictable that it becomes quite pathetic.<br /><br />3. A completely weak execution of all attempts at suspense or thrills.<br /><br />4. A PG-13 rating that insures no gore, violence, or sex.<br /><br />5. A villain that is not frightening or even mysterious.<br /><br />6. A cast of characters that are so thinly written and stereotyped that we couldn't possibly care about them.<br /><br />7. A lack of any effectively creepy atmosphere (much unlike the original Prom Night).<br /><br />8. A script of dialog that's beyond poor - it's mind numbing. <br /><br />9. A series of cardboard performances (not sure whether to blame the actors or the lousy aforementioned script for that).<br /><br />10. A completely inept teen-targeted slasher remake that's not brave enough to attempt to have an imagination - or even to show a puddle of blood.<br /><br />It's a no-brainer horror fans, save your money.<br /><br />BOMB out of ****""",0
"b'Just saw it yesterday in the Sao Paulo Intl Film Festival. Just before going I came here to see how it was rated, and at that time it was 7.4, a pretty nice rate...<br /><br />After 15 minutes I was dying to get out (never did this), but felt embarrassed to do so as the producer of the movie was in the screening.<br /><br />I did not like at all, the dialogs are shallow and lead nowhere, the characters are shallower than the dialogs, nothing lead anywhere, and the worst and worst: plenty of Siemens and Organics advertising on the movie. Despite the fact that I already paid to go to the movie and entertain myself, I still have to be bombarded by the main character chatting on the internet and Siemens mobile popping-up all the time on her lap-top; or another character having a bath or cutting her hair just to have Organics shampoo displayed enormously on the screen! All of this would be bearable if the plot, characters, romances, anything was good, but was bad, really bad! A ""don\'t know how to do"" sex-in-the-city.<br /><br />Don\'t waste your time or money.'",0
"b""please, future writers, producers, directors - learn from this movie!<br /><br />never before have i seen such a bold and original tale created for the big movie screen. bold, because the script constantly made a step so many fantasy movies safely avoided - a step to something new, creative and daring. just when you think 'oh, i've seen this before' or 'i am sure this is what will happen now' - StarDust would make an unexpected twist and involve you more and more into the story.<br /><br />the actors are great - even the smallest part is performed with such talent it fills me with awe for the creators of this movie. Robert De Niro is gorgeous and performs with such energy that he simply steals the show in each scene he's in. Michelle Pfeiffer is the perfect witch, and Claire Danes a wonderful choice for the innocent and loving 'star', Yvaine. Other big names make outstanding roles. I had the filling everyone is trying to give his best for this movie. But once again, the story by Neil Gaiman, all the little things he 'invented' for this universe - simply outstanding.<br /><br />I watched this movie at a pre-screening today, a day before the official release, and do hope it will have huge success. There is so much humor, but also tense moments as well as lovely tender scenes. The look in the eyes of Yvaine, the 'frivolities' of Captain Shakespeare, the passion of Lamia the witch - impressive, unforgettable<br /><br />For me this is the number one entertaining movie of 2007, watch it and enjoy it<br /><br />11/10 - Outstanding<br /><br />peace and love""",1
"b'This movie is so aggrivating. The main character looks like he\'s 35 and I\'ve seen scrawny beanpoles with more balls than this guy. The plot twists are so predictable its not even worth watching for the humor factor.<br /><br />Also some of the worst dialogue I\'ve heard in 3 years, ""lets go find a small animal to torture"".<br /><br />Ugh.....I can\'t even continue, don\'t watch this pile of garbage, it was made in 8 days.<br /><br />The one highlight is the drunk dude calling the main character a faggot for drawing pictures.<br /><br />2 out of 10, unwatchable'",0
